candidate_id,pairing,triage_level,triage_name,cdr_repairs,framework_repairs,total_score,tier1_score,error,flag_sequence_sanity,flag_cysteine_pairing,flag_n_glycosylation,flag_ptm_liability,flag_v_domain_integrity,flag_poly_residue_run,flag_aggregation,flag_charge,flag_humanness,flag_disulfide_pairing,flag_immunogenicity,flag_immunogenicity_observed,flag_tap_cdr_length,flag_tap_psh,flag_tap_ppc,flag_tap_pnc,flag_tap_sfvcsp,model_conf_max,model_conf_mean,vh_germline_identity,tap_total,tap_hydrophobic,tap_positive,tap_negative,tap_sfvcsp,tap_flag_total,tap_flag_hydrophobic,tap_flag_positive,tap_flag_negative,tap_flag_sfvcsp,tap_weight,n_immuno_cdr,n_immuno_framework,n_immuno_observed,immuno_weight,n_predicted_binders,n_dropped_germline,vh_v_gene,vl_v_gene,structure_available,immunogenicity_available
QHX11169_QHX11165,Patent text,2,Rework,3,1,38.59,36.591,,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,,,0.9082,55.0,164.69,0.0,0.0,2.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV4-38-2*02,IGKV2-28*01,1,1
WIS43950_WIS43949,Patent text,1,Ready,0,6,25.62,25.62,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.949,54.0,175.501,0.0,0.107,-3.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,0,0.0,,,IGHV3-30*18,IGKV1-33*01,1,1
QXD47936_QXD47985,Patent text,2,Rework,1,6,29.06,29.065,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,0.949,51.0,191.363,0.035,1.344,0.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV3-33*01,IGKV3-20*01,1,1
XEF82466_XEF82455,Patent text,2,Rework,3,6,36.84,34.842,,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,,0.8265,57.0,192.198,0.008,0.108,0.42,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,1,0,0.0,,,IGHV1-46*01,IGLV2-8*01,1,1
AOH92976_AOH92978,Patent text,2,Rework,4,4,43.17,41.166,,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,,,0.9,56.0,192.557,0.079,1.405,-1.6,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,1,0,0.0,,,IGHV2-70*04,IGKV3-11*01,1,1
UOS92924_UOS92934,Patent text,1,Ready,0,5,24.24,24.24,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9694,46.0,169.71,0.013,0.0,2.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV3-11*01,IGKV3-20*01,1,1
QFN28459_QFN28495,Patent text,2,Rework,4,7,42.3,40.296,,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,,0.8776,55.0,175.247,0.228,0.126,0.2,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,5,3,0,0.0,,,IGHV3-23*01,IGKV1-13*02,1,1
AQN64925_AQN64919,Patent text,2,Rework,3,10,43.06,41.061,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,,,0.9082,47.0,196.142,0.0,2.348,-2.9,GREEN,GREEN,GREEN,AMBER,GREEN,2.0,2,1,0,0.0,,,IGHV3-23*01,IGLV3-1*01,1,1
AYJ11016_AYJ11030,Patent text,2,Rework,2,4,30.39,28.389,,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,,,0.9184,55.0,182.12,0.0,0.0,2.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,1,0,0.0,,,IGHV3-21*01,IGLV1-40*02,1,1
AAN22145_AAN22159,Patent text,3,Immune risk,0,0,33.55,33.548,,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,,,0.7374,54.0,189.786,0.0,0.096,6.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV4-30-2*07,IGKV1-39*01,1,1
WZE43400_WZE43338,Patent text,2,Rework,1,5,26.86,26.864,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.8866,46.0,191.709,0.0,0.0,-0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV3-66*01,IGLV3-25*02,1,1
WOL46669_WOL46686,Patent text,2,Rework,1,1,30.82,28.824,,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,,0.9697,55.0,199.516,0.004,0.0,13.2,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,0,0,0,0,,,IGHV4-31*02,IGKV3-15*01,1,1
QPT61587_QPT61591,Patent text,2,Rework,2,10,36.41,34.415,,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,,,0.9388,53.0,211.952,0.385,0.0,6.0,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV3-23*01,IGLV3-1*01,1,1
QTW10553_QTW10554,Patent text,1,Ready,0,3,22.12,20.117,,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,,,0.8469,48.0,131.857,0.0,0.589,3.3,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,3,0,0,0.0,,,IGHV1-69*02,IGKV1-12*01,1,1
AGU04978_AGU05010,Patent text,2,Rework,3,7,44.17,44.172,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.9293,51.0,193.069,0.0,1.315,1.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,1,0,0.0,,,IGHV3-9*01,IGLV3-19*01,1,1
QCB71991_QCB72005,Patent text,2,Rework,2,3,32.58,30.578,,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,,,0.8265,49.0,130.061,0.085,0.0,8.4,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV1-69*01,IGKV2-30*01,1,1
ATJ75435_ATJ75439,Patent text,2,Rework,1,7,29.76,29.764,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,0.9286,47.0,167.345,0.0,0.0,4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,1,0,0.0,,,IGHV3-21*01,IGKV1-5*03,1,1
UGP63725_UGP63724,Patent text,5,Out of range,0,0,44.1,36.102,,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,,,0.8673,48.0,184.737,0.0,4.104,-20.0,GREEN,GREEN,GREEN,RED,AMBER,8.0,4,0,0,0.0,,,IGHV1-46*01,IGKV1-33*01,1,1
XEF76948_XEF77014,Patent text,3,Immune risk,0,0,30.51,30.51,,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,,,0.8144,52.0,172.426,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-66*01,IGKV1-12*01,1,1
WIO25649_WIO25665,Patent text,5,Out of range,0,0,39.5,37.502,,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,,,0.9898,55.0,180.88,0.0,0.0,6.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,1,0,0,0.0,,,IGHV3-33*01,IGKV3-15*01,1,1
QHZ72245_QHZ72258,Patent text,2,Rework,3,6,32.89,32.892,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9184,46.0,166.641,0.0,0.151,-2.7,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV3-30*03,IGLV1-44*01,1,1
UOL55415_UOL55416,Patent text,4,Hold,0,0,36.09,36.09,,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,,,0.9184,54.0,185.842,0.125,0.0,9.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV3-7*01,IGKV3-15*01,1,1
QWX79090_QWX79091,Patent text,4,Hold,0,0,59.31,59.314,,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,,,0.53,47.0,168.706,0.341,0.0,-4.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,2,0,0.0,,,IGHV3-49*04,IGKV1-5*03,1,1
AUF31459_AUF31460,Patent text,2,Rework,2,4,40.92,40.925,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.88,46.0,189.459,0.0,0.0,16.4,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV2-5*01,IGKV2-30*01,1,1
UOS82304_UOS82299,Patent text,1,Ready,0,2,23.51,23.507,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.8351,50.0,177.962,1.126,0.0,0.93,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,1,0,0.0,,,IGHV4-4*08,IGLV2-14*02,1,1
AUE89590_AUE89578,Patent text,2,Rework,2,5,32.39,32.388,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.8673,51.0,198.84,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV3-48*01,IGLV1-47*01,1,1
WYJ01844_WYJ01846,Patent text,2,Rework,1,8,31.65,31.649,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9796,47.0,152.571,0.0,0.0,12.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV3-33*01,IGKV3-15*01,1,1
AYI33094_AYI33093,Patent text,1,Ready,0,6,26.13,24.128,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,,,0.8571,53.0,194.044,1.798,0.611,12.3,GREEN,GREEN,AMBER,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV3-48*03,IGKV4-1*01,1,1
AZK02804_AZK02805,Patent text,4,Hold,0,0,53.54,51.543,,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,,,0.8061,59.0,193.12,0.344,0.197,10.54,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,1,2,1,0.0,,,IGHV4-4*02,IGKV2-24*01,1,1
AVY90442_AVY90450,Patent text,2,Rework,2,6,36.01,36.012,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.86,44.0,168.641,0.197,0.067,9.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,0.0,,,IGHV3-15*01,IGKV1-39*01,1,1
AVY47012_AVY47010,Patent text,2,Rework,1,3,21.03,21.032,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.898,49.0,153.365,0.545,0.0,15.6,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,0.0,,,IGHV1-69*01,IGKV3-15*01,1,1
WIO25631_WIO25657,Patent text,2,Rework,1,2,25.7,25.703,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,0.9592,49.0,172.364,0.0,0.0,6.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV1-69*01,IGKV3-20*01,1,1
AGA47713_AGA47754,Patent text,1,Ready,0,7,32.34,28.337,,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,,,0.898,43.0,143.628,1.299,0.0,5.0,AMBER,GREEN,AMBER,GREEN,GREEN,4.0,2,0,0,0.0,,,IGHV3-23*01,IGKV1-39*01,1,1
AUF53929_AUF53928,Patent text,3,Immune risk,0,0,33.97,31.969,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,,,0.8265,46.0,142.182,0.0,1.321,-8.0,GREEN,GREEN,GREEN,GREEN,AMBER,2.0,2,2,0,0.0,,,IGHV1-3*01,IGKV1-12*01,1,1
ABY17078_ABY17079,Patent text,2,Rework,4,4,40.75,38.755,,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,,0.95,55.0,150.473,0.149,0.0,6.3,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV3-15*01,IGKV2-28*01,1,1
XEF76943_XEF77001,Patent text,3,Immune risk,0,0,39.96,39.962,,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,,,0.8247,52.0,173.305,0.0,0.045,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-66*01,IGLV3-19*01,1,1
QRM10853_QRM10854,Patent text,3,Immune risk,0,0,27.83,27.827,,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,,,0.8557,44.0,163.438,0.0,0.0,4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,2,0,0.0,,,IGHV3-21*08,IGKV3-11*01,1,1
XEF76954_XEF77001,Patent text,3,Immune risk,0,0,34.34,34.338,,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,,,0.8041,52.0,180.525,0.0,0.575,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-66*01,IGLV3-19*01,1,1
UOJ63986_UOJ64007,Patent text,2,Rework,2,4,32.06,32.061,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.898,52.0,179.347,0.044,0.275,2.31,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV5-10-1*01,IGKV3-20*01,1,1
UOS75577_UOS75593,Patent text,4,Hold,0,0,35.07,35.072,,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,,,0.8673,52.0,178.134,0.236,0.0,15.81,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV3-21*01,IGKV3-20*01,1,1
XEF76949_XEF77002,Patent text,3,Immune risk,0,0,26.0,25.999,,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,,,0.8144,52.0,196.705,0.0,0.0,3.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-66*01,IGLV3-21*03,1,1
ADF08750_ADF08754,Patent text,2,Rework,2,1,37.26,37.257,,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.9588,45.0,161.331,0.0,0.0,3.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV4-34*12,IGKV1-13*02,1,1
QFO44011_QFO43800,Patent text,2,Rework,1,5,33.95,31.953,,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,,,0.8557,55.0,149.313,0.0,0.0,10.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV3-66*01,IGKV1-39*01,1,1
ACK08525_ACK08482,Patent text,2,Rework,2,6,31.58,27.578,,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,,,0.9694,56.0,214.441,0.0,0.093,2.2,AMBER,AMBER,GREEN,GREEN,GREEN,4.0,0,1,0,0.0,,,IGHV1-2*02,IGLV2-14*03,1,1
QXD47945_QXD47988,Patent text,4,Hold,0,0,39.08,39.075,,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,,,0.9286,51.0,176.348,1.175,0.0,8.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV3-33*01,IGKV3-20*01,1,1
QRL74890_QRL74891,Patent text,1,Ready,0,6,23.79,23.792,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.949,48.0,165.055,0.0,0.311,-2.7,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV3-23*01,IGKV3-20*01,1,1
AVA89872_AVA89873,Patent text,2,Rework,2,0,30.51,30.512,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,0.9798,48.0,166.74,0.0,0.0,6.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV4-31*02,IGKV3-20*01,1,1
WIO10542_WIO10546,Patent text,2,Rework,1,4,33.26,31.263,,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,,0.8351,43.0,168.246,0.073,0.0,8.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,0,0,0.0,,,IGHV4-4*08,IGKV1D-7-1*01,1,1
QNB63453_QNB63467,Patent text,5,Out of range,0,0,67.82,67.824,,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,,,0.9278,,,,,,,,,,,0,3,1,0,0.0,,,IGHV4-34*01,IGLV1-51*01,0,1
QCA60490_QCA60500,Patent text,2,Rework,3,6,37.31,35.306,,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,,,0.92,52.0,202.508,0.553,0.0,4.0,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV3-15*07,IGLV1-44*01,1,1
